TIME STAMP,GPU UTIL,GPU SCLK,GPU BRD PWR,GPU TEMP,GPU HOTSPOT TEMP,GPU FAN,GPU VOLTAGE,GPU MEM UTIL,GPU MCLK,GPU MEM TEMP,CPU UTIL,CPU FREQUENCY,CPU VOLTAGE,CPU TEMPERATURE,CPU POWER,CPU EDC,CPU TDC,SYSTEM MEM UTIL
2026-03-22 11:56:47.932,100.000,3236.000,236,63.000,78.000,960.000,1148.000,9139.000,2505.000,80.000,54.42,4.319,1.092,68.280,39.215,51.000,36.019,13.99
2026-03-22 11:56:48.936,99.000,3236.000,234,63.000,78.000,960.000,1147.000,9139.000,2505.000,81.000,56.72,4.347,1.091,68.882,40.558,53.000,37.418,13.98
2026-03-22 11:56:49.931,98.000,3233.000,234,63.000,78.000,900.000,1146.000,9139.000,2505.000,82.000,57.14,4.380,1.094,70.431,41.443,55.000,38.125,13.99
2026-03-22 11:56:50.936,98.000,3233.000,234,63.000,78.000,900.000,1146.000,9139.000,2505.000,82.000,57.14,4.380,1.094,70.431,41.443,55.000,38.125,13.99
2026-03-22 11:56:51.932,98.000,3202.000,284,64.000,82.000,929.000,1131.000,9139.000,2505.000,82.000,52.39,4.378,1.097,70.022,41.441,56.250,37.970,13.99
2026-03-22 11:56:52.931,96.000,3232.000,235,64.000,78.000,840.000,1145.000,9139.000,2505.000,82.000,49.69,4.114,1.102,65.515,36.206,53.500,32.888,14.00
2026-03-22 11:56:53.932,97.000,3238.000,235,64.000,78.000,840.000,1147.000,9139.000,2505.000,82.000,53.38,4.227,1.100,67.030,37.216,54.000,33.994,13.99
2026-03-22 11:56:54.927,97.000,3232.000,243,64.000,78.000,840.000,1145.000,9139.000,2505.000,82.000,53.06,4.297,1.095,67.888,39.115,53.250,35.954,14.00
2026-03-22 11:56:55.931,97.000,3226.000,255,64.000,80.000,840.000,1142.000,9139.000,2505.000,82.000,54.89,4.298,1.098,68.323,39.548,54.000,36.192,14.00
2026-03-22 11:56:56.932,98.000,3227.000,253,64.000,80.000,840.000,1142.000,9139.000,2505.000,82.000,56.39,4.327,1.089,68.017,39.438,52.250,36.417,14.00
2026-03-22 11:56:57.932,98.000,3225.000,254,64.000,80.000,840.000,1142.000,9139.000,2505.000,82.000,55.05,4.321,1.092,69.011,40.608,54.250,37.422,14.00
2026-03-22 11:56:58.927,96.000,3219.000,258,64.000,81.000,840.000,1140.000,9142.000,2505.000,83.000,49.00,4.348,1.094,68.317,38.669,55.000,35.584,14.00
2026-03-22 11:56:59.940,96.000,3231.000,234,64.000,79.000,852.000,1145.000,9142.000,2505.000,82.000,50.52,4.119,1.099,65.524,36.127,55.500,32.988,14.00
2026-03-22 11:57:00.949,98.000,3207.000,235,64.000,78.000,900.000,1132.000,9147.000,2505.000,82.000,52.19,4.265,1.102,67.238,38.689,54.250,35.286,14.03
2026-03-22 11:57:01.969,98.000,3217.000,260,64.000,81.000,931.000,1138.000,9147.000,2505.000,82.000,51.83,4.304,1.105,68.098,39.358,56.000,35.814,14.03
2026-03-22 11:57:02.965,96.000,3231.000,239,64.000,79.000,960.000,1144.000,9148.000,2505.000,82.000,52.07,4.307,1.104,68.709,39.380,58.000,35.839,14.05
2026-03-22 11:57:03.978,100.000,3238.000,244,64.000,79.000,960.000,1147.000,9148.000,2505.000,82.000,54.62,4.297,1.094,68.260,40.791,54.000,37.332,14.05
2026-03-22 11:57:04.990,97.000,3229.000,250,64.000,80.000,1020.000,1143.000,9148.000,2505.000,82.000,56.64,4.390,1.089,68.985,39.758,52.750,37.009,14.05
2026-03-22 11:57:05.991,100.000,3227.000,251,64.000,80.000,1020.000,1141.000,9148.000,2505.000,82.000,56.04,4.343,1.097,69.605,40.510,53.750,37.097,14.04
2026-03-22 11:57:06.999,93.000,3227.000,231,64.000,79.000,1020.000,1144.000,9153.000,2505.000,82.000,49.96,4.379,1.096,69.671,40.556,53.250,37.201,14.01
2026-03-22 11:57:08.011,93.000,3227.000,231,64.000,79.000,1020.000,1144.000,9153.000,2505.000,82.000,49.96,4.379,1.096,69.671,40.556,53.250,37.201,14.01
2026-03-22 11:57:09.011,96.000,3233.000,232,64.000,78.000,1020.000,1147.000,9153.000,2505.000,82.000,53.04,4.349,1.105,67.766,39.605,53.000,36.068,14.05
2026-03-22 11:57:10.015,98.000,3239.000,213,64.000,76.000,1020.000,1145.000,9153.000,2505.000,82.000,53.31,4.287,1.094,68.037,39.943,54.500,36.652,14.05
2026-03-22 11:57:11.021,97.000,3219.000,218,64.000,76.000,1020.000,1137.000,9153.000,2505.000,82.000,55.29,4.332,1.100,68.615,39.793,54.500,36.339,14.05
2026-03-22 11:57:12.057,93.000,3223.000,230,64.000,77.000,1020.000,1140.000,9161.000,2505.000,82.000,53.54,4.314,1.096,68.822,40.674,54.000,37.345,14.07
2026-03-22 11:57:13.074,92.000,3194.000,242,64.000,79.000,1020.000,1126.000,9165.000,2505.000,82.000,58.02,4.269,1.094,68.211,39.080,55.000,35.909,14.06
2026-03-22 11:57:14.074,99.000,2934.000,317,65.000,87.000,951.000,1028.000,9241.000,2505.000,85.000,46.89,4.393,1.094,70.013,41.193,55.000,37.875,14.12
2026-03-22 11:57:15.103,100.000,2905.000,317,65.000,87.000,960.000,1016.000,9241.000,2505.000,86.000,43.80,4.116,1.110,66.396,35.987,51.000,32.477,14.10
2026-03-22 11:57:16.124,100.000,2893.000,316,65.000,87.000,960.000,1012.000,9241.000,2505.000,86.000,43.39,4.172,1.115,65.988,35.427,54.000,31.856,14.10
2026-03-22 11:57:17.124,100.000,2894.000,317,65.000,87.000,991.000,1012.000,9241.000,2505.000,86.000,42.47,4.173,1.117,66.192,35.853,53.000,32.168,14.08
2026-03-22 11:57:18.116,100.000,2898.000,317,65.000,87.000,1020.000,1015.000,9241.000,2505.000,87.000,42.69,4.142,1.117,65.830,36.136,50.500,32.418,14.08
2026-03-22 11:57:19.140,100.000,2908.000,317,65.000,87.000,1058.000,1017.000,9241.000,2505.000,88.000,42.27,4.145,1.117,65.940,35.531,51.750,31.889,14.08
2026-03-22 11:57:20.149,100.000,2890.000,317,65.000,87.000,1137.000,1011.000,9241.000,2505.000,88.000,42.34,4.137,1.117,65.799,35.621,55.000,31.967,14.10
2026-03-22 11:57:21.157,100.000,2884.000,317,65.000,87.000,1188.000,1009.000,9241.000,2505.000,88.000,42.33,4.183,1.118,66.020,35.829,51.250,32.147,14.10
2026-03-22 11:57:22.166,97.000,2963.000,269,65.000,84.000,1260.000,1032.000,9261.000,2505.000,87.000,41.92,4.148,1.119,65.641,35.661,51.750,31.939,14.06
2026-03-22 11:57:23.207,68.000,1951.000,96,64.000,70.000,1323.000,801.000,8244.000,2505.000,84.000,29.88,4.148,1.119,65.641,35.661,51.750,31.939,13.49
2026-03-22 11:57:24.203,100.000,2965.000,326,64.000,85.000,1380.000,1036.000,8339.000,2505.000,88.000,31.90,4.550,1.095,68.159,24.218,40.250,21.650,13.38
2026-03-22 11:57:25.195,100.000,3007.000,314,65.000,86.000,1439.000,1047.000,8341.000,2505.000,88.000,31.79,3.989,1.113,62.293,30.603,46.750,27.435,13.39
2026-03-22 11:57:26.195,100.000,2980.000,313,64.000,86.000,1439.000,1042.000,8341.000,2505.000,88.000,32.16,3.776,1.118,60.364,28.343,50.250,25.312,13.37
2026-03-22 11:57:27.211,62.000,1582.000,63,64.000,67.000,1474.000,717.000,8342.000,2505.000,84.000,27.27,3.579,1.117,58.838,27.196,45.750,24.325,12.59
2026-03-22 11:57:28.465,46.000,2659.000,74,62.000,64.000,1499.000,912.000,2647.000,2505.000,80.000,21.46,2.976,1.098,54.831,15.291,39.000,14.130,9.23
2026-03-22 11:57:29.478,4.000,2673.000,65,60.000,63.000,1499.000,914.000,2523.000,2505.000,78.000,8.34,2.540,1.096,54.473,18.083,40.500,16.655,9.12
2026-03-22 11:57:30.478,4.000,2342.000,62,60.000,62.000,1511.000,857.000,2194.000,2505.000,78.000,5.84,1.835,1.122,51.788,11.564,34.250,10.264,7.50
2026-03-22 11:57:31.495,4.000,2342.000,62,60.000,62.000,1511.000,857.000,2194.000,2505.000,78.000,5.84,1.835,1.122,51.788,11.564,34.250,10.264,7.50
2026-03-22 11:57:32.491,5.000,1537.000,54,59.000,61.000,1560.000,719.000,2194.000,2505.000,76.000,3.50,1.400,1.118,51.201,11.016,30.000,9.860,7.49
2026-03-22 11:57:33.489,8.000,1537.000,54,58.000,60.000,1499.000,719.000,2115.000,2505.000,76.000,5.41,0.952,1.114,50.711,8.495,27.750,7.538,7.46
2026-03-22 11:57:34.523,3.000,299.000,48,58.000,59.000,1499.000,317.000,2115.000,2505.000,76.000,7.75,2.294,1.124,54.708,12.662,26.250,11.205,7.47
2026-03-22 11:57:35.523,4.000,370.000,48,57.000,59.000,1439.000,370.000,2115.000,2505.000,74.000,2.50,2.925,1.111,55.351,12.645,23.000,11.371,7.46
